class	motif	id	enr	q	tp	fp
Late Increasing	FOXO6	MA0849.1	1.22	7.31e-08	1178	1830
Late Increasing	XBP1	MA0844.2	1.12	7.72e-08	2607	4380
Late Increasing	JUN::JUNB	MA1133.2	1.17	8.69e-08	1694	2739
Late Increasing	FOSL1::JUN	MA1129.1	1.11	9.09e-08	3101	5287
Late Increasing	SREBF2	MA0596.1	1.2	1.16e-07	1255	1970
Late Increasing	ZNF354C	MA0130.1	1.07	1.26e-07	4832	8524
Late Increasing	JUN::JUNB	MA1132.2	1.07	2.04e-07	4554	8009
Late Increasing	Nr1h3	MA2337.1	1.32	2.08e-07	603	863
Late Increasing	Nr1H4	MA1110.3	1.32	2.08e-07	603	863
Late Increasing	Nr1H2	MA1996.2	1.32	2.08e-07	603	863
Late Increasing	KLF17	MA1514.2	1.07	4.05e-07	4912	8700
Late Increasing	DMRTA1	MA1707.2	1.08	4.08e-07	4293	7533
Late Increasing	GATA2	MA0036.4	1.16	4.65e-07	1657	2699
Late Increasing	ATF7	MA0834.2	1.23	4.65e-07	971	1495
Late Increasing	MAF::NFE2	MA0501.2	1.12	6.2e-07	2463	4156
Late Increasing	FOS::JUN	MA1126.2	1.13	6.26e-07	2143	3576
Late Increasing	TGIF2LY	MA1572.1	1.06	6.79e-07	5585	9993
Late Increasing	DMRTC2	MA1479.2	1.06	8.37e-07	5357	9562
Late Increasing	JDP2	MA0655.1	1.12	1.27e-06	2377	4013
Late Increasing	KLF3	MA1516.2	1.16	1.34e-06	1480	2401
Late Increasing	FOSB::JUNB	MA1136.1	1.09	1.54e-06	3266	5648
Late Increasing	ZNF281	MA1630.3	1.12	2.44e-06	2215	3731
Late Increasing	FOXI1	MA0042.2	1.23	2.55e-06	826	1266
Late Increasing	RORA	MA0071.1	1.45	2.59e-06	298	388
Late Increasing	LIN54	MA0619.2	1.63	2.64e-06	186	216
Late Increasing	FOXC2	MA0846.2	1.03	3.51e-06	7155	13071
Late Increasing	NR2C2	MA1536.2	1.03	4.55e-06	7887	14530
Late Increasing	FOSL1::JUND	MA1143.2	1.1	5.34e-06	2705	4641
Late Increasing	TGIF2	MA0797.1	1.1	6.5e-06	2724	4680
Late Increasing	FOXB1	MA0845.1	1.03	6.8e-06	7256	13283
Late Increasing	FOXA1	MA0148.5	1.03	7.4e-06	7353	13476
Late Increasing	DMRTA2	MA1478.2	1.03	7.67e-06	7025	12832
Late Increasing	FOS::JUNB	MA1134.2	1.11	1.19e-05	2363	4032
Late Increasing	Sox5	MA0087.3	1.05	1.2e-05	5548	9988
Late Increasing	SP5	MA1965.2	1.05	1.32e-05	5411	9729
Late Increasing	PAX5	MA0014.4	1.04	1.63e-05	6045	10948
Late Increasing	Gfi1B	MA0483.2	1.09	2.07e-05	2827	4895
Late Increasing	FOXP1	MA0481.4	1.22	2.15e-05	741	1146
Late Increasing	ZNF343	MA1711.2	1.14	2.54e-05	1532	2543
Late Increasing	JDP2	MA0656.2	1.31	2.54e-05	420	604
Late Increasing	FOXA2	MA0047.4	1.38	2.56e-05	315	432
Late Increasing	FOXP4	MA2117.1	1.21	2.99e-05	779	1216
Late Increasing	FOSB::JUNB	MA1135.2	1.09	3.34e-05	2741	4748
Late Increasing	ZNF257	MA1710.2	1.14	3.97e-05	1466	2433
Late Increasing	Jun	MA0489.3	1.09	4.97e-05	2611	4518
Late Increasing	FOXK2	MA1103.3	1.23	5e-05	640	983
Late Increasing	MAFG::NFE2L1	MA0089.3	1.06	5.6e-05	4000	7100
Late Increasing	FOXA3	MA1683.2	1.2	5.7e-05	778	1223
Late Increasing	MNX1	MA0707.3	1.05	6.16e-05	4799	8607
Late Increasing	Foxl2	MA1607.2	1.02	6.16e-05	7582	13972
Late Increasing	FOS	MA1951.2	1.1	6.6e-05	2369	4081
Late Increasing	SOX18	MA1563.2	1.04	7.63e-05	5482	9910
Late Increasing	Foxo3	MA0157.4	1.02	8.38e-05	8322	15459
Late Increasing	PAX3	MA1546.2	1.13	9.74e-05	1442	2407
Late Increasing	ZNF766	MA2098.1	1.18	0.000115	849	1357
Late Increasing	FOXP3	MA0850.1	1.23	0.000122	560	857
Late Increasing	ZIM3	MA1709.2	1.06	0.000135	4074	7263
Late Increasing	ZBED2	MA1971.2	1.07	0.000145	3218	5667
Late Increasing	CREB3L1	MA0839.2	1.08	0.000148	2668	4650
Late Increasing	JUNB	MA1140.3	1.14	0.000174	1199	1983
Late Increasing	Foxf1	MA1606.2	1.24	0.000186	526	804
Late Increasing	ETV5::FOXO1	MA1947.2	1.8	0.000223	84	88
Late Increasing	STAT1::STAT2	MA0517.2	1.07	0.00024	3438	6090
Late Increasing	Nkx3-2	MA0122.4	1.03	0.000272	7058	12979
Late Increasing	FOXK1	MA0852.3	1.01	0.00028	8520	15883
Late Increasing	FOSL1::JUNB	MA1137.2	1.07	0.000342	2849	5006
Late Increasing	FOXL1	MA0033.2	1.19	0.000348	708	1127
Late Increasing	ETV2::HOXB13	MA1943.2	1.14	0.000387	1138	1889
Late Increasing	FOXS1	MA2118.1	1.02	0.000455	7320	13503
Late Increasing	E2F6	MA0471.3	1.05	0.000481	4426	7962
Late Increasing	NKX6-3	MA1530.2	1.04	0.000482	5376	9761
Late Increasing	ZNF148	MA1653.2	1.14	0.000515	1029	1700
Late Increasing	FOXD1	MA0031.2	1.03	0.000601	6712	12329
Late Increasing	FOSL1	MA0477.3	1.08	0.000636	2370	4139
Late Increasing	HOXA5	MA0158.2	1.06	0.000645	3795	6786
Late Increasing	Gata3	MA0037.5	1.3	0.000648	300	436
Late Increasing	FOXE1	MA1487.3	1.04	0.000688	4769	8621
Late Increasing	FOXD3	MA0041.3	1.02	0.000777	7604	14073
Late Increasing	JUND	MA0491.3	1.08	0.000839	2528	4438
Late Increasing	NFATC4	MA1525.3	1.66	0.000987	87	99
Late Increasing	NFYA	MA0060.4	1.11	0.000987	1371	2327
Late Increasing	Gli1	MA1990.2	1.11	0.001	1478	2521
Late Increasing	FOSL1::JUND	MA1142.2	1.06	0.00105	3492	6235
Late Increasing	Foxn1	MA1684.1	1.05	0.00113	3906	7012
Late Increasing	FOXF2	MA0030.2	1.05	0.00114	4255	7668
Late Increasing	FOXD2	MA0847.4	1.04	0.00117	5485	9997
Late Increasing	POU6F1	MA1549.2	1.05	0.00118	3961	7117
Late Increasing	DBP	MA0639.2	1.15	0.00126	848	1395
Late Increasing	PRDM1	MA0508.4	1.02	0.00127	7395	13677
Late Increasing	MSANTD3	MA1523.2	1.02	0.00137	7167	13235
Late Increasing	HOXD8	MA0910.3	1.04	0.00144	4676	8470
Late Increasing	Foxo1	MA0480.3	1.16	0.00145	712	1157
Late Increasing	HOXB8	MA1502.2	1.04	0.00148	4713	8541
Late Increasing	FOXN3	MA1489.1	1.03	0.00154	5972	10936
Late Increasing	Nfe2l2	MA0150.3	1.08	0.00154	2292	4021
Late Increasing	POU5F1	MA1115.2	1.09	0.00181	1779	3084
Late Increasing	GATA4	MA0482.3	1.08	0.00183	2019	3524
Late Increasing	TCF7	MA0769.3	1.13	0.00188	986	1649
Late Increasing	CEBPG	MA1636.2	1.09	0.00197	1678	2902
Late Increasing	MAZ	MA1522.2	1.13	0.00198	954	1593
Late Increasing	BARX2	MA1471.2	1.03	0.00198	5936	10876
Late Increasing	USF1	MA0093.4	1.1	0.00236	1350	2310
Late Increasing	CDX1	MA0878.3	4.41	0.00288	13	5
Late Increasing	CREB3L4	MA1474.2	1.03	0.00289	5635	10314
Late Increasing	JUND	MA0492.2	1.4	0.00294	144	194
Late Increasing	FOXG1	MA0613.1	1.12	0.00328	1023	1727
Late Increasing	ATF4	MA0833.3	1.2	0.00339	423	665
Late Increasing	Stat2	MA1623.2	1.03	0.00354	6126	11259
Late Increasing	Creb5	MA0840.2	1.34	0.00384	176	248
Late Increasing	SP1	MA0079.5	1.06	0.00408	2859	5101
Late Increasing	TBX19	MA0804.2	1.09	0.00595	1541	2681
Late Increasing	FOXO4	MA0848.1	1.01	0.00628	7995	14895
Late Increasing	Nfatc2	MA0152.3	1.18	0.00637	450	721
Late Increasing	GRHL1	MA0647.2	1.2	0.00637	366	575
Late Increasing	GATA6	MA1104.3	1.05	0.0065	3135	5631
Late Increasing	FOS	MA0476.2	1.11	0.00696	941	1596
Late Increasing	ZNF211	MA1974.2	1.04	0.00714	4553	8296
Late Increasing	SRY	MA0084.2	1.02	0.0079	7418	13775
Late Increasing	PKNOX2	MA0783.1	1.17	0.00823	479	776
Late Increasing	Foxq1	MA0040.2	1.1	0.00871	1061	1818
Late Increasing	ATF3	MA0605.3	1.46	0.00944	91	118
Late Increasing	FOXH1	MA0479.2	1.08	0.0105	1496	2615
Late Increasing	RXRA::VDR	MA0074.1	1.25	0.0105	224	338
Late Increasing	HOXB6	MA1500.2	1.02	0.0105	6960	12899
Late Increasing	ISL2	MA0914.2	1.02	0.0105	7636	14208
Late Increasing	CEBPA	MA0102.5	1.06	0.0112	2581	4620
Late Increasing	NFE2	MA0841.2	1.22	0.0112	271	419
Late Increasing	INSM1	MA0155.1	1.06	0.0114	2558	4578
Late Increasing	NFATC3	MA0625.3	1.44	0.0118	90	118
Late Increasing	Six3	MA0631.2	1.03	0.0125	5264	9665
Late Increasing	BACH2	MA1101.3	1.11	0.0139	903	1544
Late Increasing	NKX2-8	MA0673.2	1.02	0.0143	6053	11172
Late Increasing	EN1	MA0027.3	1.01	0.0147	7763	14466
Late Increasing	Rhox11	MA0629.2	1.02	0.0149	6883	12764
Late Increasing	GRHL2	MA1105.3	1.08	0.0149	1350	2359
Late Increasing	JUNB	MA0490.3	1.06	0.0149	2154	3839
Late Increasing	RAX	MA0718.2	1.01	0.0152	7807	14553
Late Increasing	MYF6	MA0667.1	1.16	0.0152	428	697
Late Increasing	TRPS1	MA1970.2	1.04	0.0153	3848	7001
Late Increasing	NR2F2	MA1111.2	1.14	0.0157	535	887
Late Increasing	EVX2	MA0888.2	1.01	0.0177	7527	14014
Late Increasing	KLF15	MA1513.2	1.13	0.0181	608	1020
Late Increasing	IRF5	MA1420.1	1.02	0.0188	6043	11165
Late Increasing	Sox1	MA0870.1	1.19	0.0197	289	458
Late Increasing	RARA::RXRA	MA0159.1	5.04	0.0201	7	2
Late Increasing	FOSL2	MA0478.2	1.2	0.0204	261	410
Late Increasing	HOXC8	MA1505.2	1.03	0.0211	5367	9884
Late Increasing	ZNF382	MA1594.1	1.89	0.0214	29	29
Transient	BATF::JUN	MA0462.3	4.21	0	3788	1603
Transient	BATF3	MA0835.3	4.23	0	3773	1589
Transient	FOSL1	MA0477.3	4.66	0	3532	1349
Transient	BATF	MA1634.2	4.17	0	3786	1616
Transient	FOS	MA0476.2	5.76	0	3112	962
Transient	BNC2	MA1928.2	4.98	0	3367	1204
Transient	JUNB	MA0490.3	4.49	0	3574	1417
Transient	Jun	MA0489.3	6.21	0	2947	844
Transient	JUND	MA0491.3	4.66	0	3427	1310
Transient	Atf3	MA1988.2	5.41	0	3102	1020
Transient	FOS::JUNB	MA1134.2	5.91	0	2925	881
Transient	FOSB::JUNB	MA1135.2	5.54	0	3021	970
Transient	FOSL2::JUNB	MA1138.2	5.41	0	3062	1008
Transient	FOSL2::JUND	MA1144.2	4.85	0	3244	1191
Transient	FOSL1::JUN	MA1128.2	5.95	0	2826	846
Transient	FOSL1::JUND	MA1142.2	3.66	0	3854	1873
Transient	BACH1	MA1633.2	6.38	0	2712	757
Transient	FOS::JUND	MA1141.2	6.62	0	2651	713
Transient	FOSL1::JUNB	MA1137.2	4.81	0	3123	1157
Transient	FOS::JUN	MA0099.4	5.84	0	2781	848
Transient	FOSL2::JUN	MA1130.2	5.93	0	2727	818
Transient	JUN::JUNB	MA1132.2	3.47	0	3870	1986
Transient	JDP2	MA0655.1	4.5	0	3027	1198
Transient	FOSL2	MA0478.2	6.62	0	2362	635
Transient	BACH2	MA1101.3	6.19	0	2198	632
Transient	NFE2	MA0841.2	4.19	0	2713	1154
Transient	MAFK	MA0496.4	2.38	0	3940	2950
Transient	MAFG::NFE2L1	MA0089.3	2.77	0	3041	1953
Transient	Nfe2l2	MA0150.3	1.97	1.53e-274	4049	3665
Transient	MAF::NFE2	MA0501.2	2.88	2.04e-263	2316	1434
Transient	Mafg	MA0659.4	1.72	4.13e-167	3680	3817
Transient	FOSL1::JUND	MA1143.2	1.55	6.35e-138	4106	4721
Transient	Bach1::Mafk	MA0591.2	1.74	9.06e-121	2787	2847
Transient	Nr2e1	MA0676.1	1.38	5.37e-97	4571	5898
Transient	HOXB2	MA0902.3	1.23	8.22e-91	6524	9463
Transient	EMX2	MA0886.2	1.23	8.32e-88	6379	9228
Transient	PBX2	MA1113.3	1.23	2.11e-80	6116	8835
Transient	MEIS1	MA1639.2	1.3	2.44e-75	4842	6627
Transient	POU6F1	MA1549.2	1.16	2.22e-71	7380	11372
Transient	PKNOX1	MA0782.3	1.21	2.94e-71	6284	9271
Transient	MEIS2	MA1640.2	1.21	2.01e-65	5978	8790
Transient	POU6F1	MA0628.2	1.18	1.17e-61	6476	9769
Transient	MSANTD3	MA1523.2	1.11	4.52e-59	8018	12830
Transient	HNF1B	MA0153.2	1.28	2.37e-58	4529	6326
Transient	VAX2	MA0723.3	1.13	1.08e-57	7664	12129
Transient	MEIS1	MA0498.3	1.1	1.96e-57	8383	13619
Transient	HOXB8	MA1502.2	1.2	3.98e-55	5792	8609
Transient	HNF1A	MA0046.3	1.25	6.89e-54	4735	6751
Transient	HOXA5	MA0158.2	1.25	1.03e-53	4746	6773
Transient	HOXD8	MA0910.3	1.2	2.82e-53	5692	8458
Transient	POU4F3	MA0791.2	1.14	4.75e-52	7069	11046
Transient	DRGX	MA1481.2	1.13	4.3e-51	7369	11644
Transient	CEBPG	MA1636.2	1.14	1.11e-50	7018	10970
Transient	POU6F2	MA0793.2	1.2	9.4e-50	5558	8275
Transient	Lhx4	MA0704.2	1.11	4.06e-48	7693	12331
Transient	CEBPA	MA0102.5	1.16	5.27e-48	6469	9975
Transient	POU3F2	MA0787.1	1.14	6.34e-48	6768	10539
Transient	POU3F3	MA0788.1	1.12	2.17e-44	7328	11673
Transient	ZNF24	MA1124.1	1.29	4.71e-44	3564	4917
Transient	DMRTC2	MA1479.2	1.16	5.76e-44	6221	9585
Transient	MEOX2	MA0706.2	1.14	3.65e-43	6726	10542
Transient	PHOX2A	MA0713.1	1.12	5.12e-43	7212	11472
Transient	MEIS3	MA0775.2	1.34	1.6e-42	2915	3875
Transient	FOXB1	MA0845.1	1.1	4.14e-42	7851	12743
Transient	ZNF354A	MA1978.2	1.12	8.41e-42	7099	11276
Transient	Pou5f1::Sox2	MA0142.1	1.12	1.47e-41	7236	11544
Transient	PHOX2B	MA0681.3	1.17	1.63e-41	5758	8783
Transient	HOXA1	MA1495.2	1.29	1.63e-41	3428	4733
Transient	HOXB3	MA0903.2	1.11	4.44e-41	7547	12158
Transient	ESX1	MA0644.3	1.1	1.27e-40	7814	12694
Transient	SHOX	MA0630.2	1.09	3.89e-40	8152	13384
Transient	POU3F1	MA0786.2	1.09	4.24e-40	8001	13078
Transient	ATF2	MA1632.2	1.27	9.7e-40	3613	5072
Transient	EVX2	MA0888.2	1.11	1.82e-39	7387	11874
Transient	SREBF2	MA0596.1	1.19	2.62e-39	5059	7573
Transient	FOSL2::JUND	MA1145.2	1.11	3.74e-39	7382	11870
Transient	NKX2-5	MA0063.3	1.14	5.95e-39	6294	9814
Transient	BARX2	MA1471.2	1.15	5.95e-39	6216	9670
Transient	EVX1	MA0887.2	1.12	7.1e-39	7120	11370
Transient	ZNF652	MA1657.2	1.13	1.54e-38	6551	10300
Transient	PBX3	MA1114.2	1.07	3.99e-38	8492	14120
Transient	ATF4	MA0833.3	1.15	4.98e-38	6031	9348
Transient	MNX1	MA0707.3	1.17	6.72e-38	5361	8138
Transient	FOSL2::JUNB	MA1139.2	1.23	1.23e-37	4180	6073
Transient	HMBOX1	MA0895.2	1.12	1.75e-37	6930	11034
Transient	Hoxa11	MA0911.2	1.14	1.75e-37	6274	9806
Transient	FOSL2::JUN	MA1131.2	1.11	3.31e-37	7057	11281
Transient	Arid3a	MA0151.1	1.1	6.52e-37	7557	12252
Transient	HLF	MA0043.4	1.13	8.01e-37	6617	10457
Transient	NKX6-2	MA0675.2	1.09	2.24e-36	7681	12505
Transient	LHX6	MA0658.2	1.16	7.35e-36	5520	8464
Transient	ISX	MA0654.2	1.15	1.66e-35	5952	9254
Transient	Mafb	MA0117.3	1.13	1.73e-35	6499	10263
Transient	VAX1	MA0722.2	1.16	2.23e-35	5600	8618
Transient	Bcl11B	MA1989.2	1.23	2.82e-35	3996	5803
Transient	DPRX	MA1480.2	1.07	2.97e-35	8350	13870
Transient	Pax7	MA0680.3	1.18	4.53e-35	4864	7313
Transient	HOXA6	MA1497.2	1.12	4.71e-35	6731	10706
Transient	NFIL3	MA0025.3	1.14	9.69e-35	6130	9596
Transient	RAX	MA0718.2	1.09	9.73e-35	7837	12843
Transient	VSX2	MA0726.2	1.08	1.88e-34	8021	13215
Transient	EN1	MA0027.3	1.11	7.8e-34	7033	11301
Transient	TCF7	MA0769.3	1.07	7.86e-34	8392	13980
Transient	FOXC1	MA0032.2	1.08	8e-34	8156	13498
Transient	MEOX1	MA0661.2	1.17	8.73e-34	5090	7739
Transient	POU2F1::SOX2	MA1962.1	1.3	1.38e-33	2794	3825
Transient	HOXC10	MA0905.2	1.19	1.53e-33	4528	6756
Transient	NOTO	MA0710.2	1.2	3.25e-33	4359	6469
Transient	DMRTA1	MA1707.2	1.16	3.51e-33	5422	8344
Transient	JUN::JUNB	MA1133.2	1.18	4.73e-33	4872	7369
Transient	PROP1	MA0715.1	1.2	6.92e-33	4415	6573
Transient	DLX6	MA0882.2	1.11	8.21e-33	7073	11398
Transient	POU2F1	MA0785.2	1.09	3.11e-32	7741	12700
Transient	ONECUT1	MA0679.3	1.13	3.37e-32	6043	9490
Transient	HOXA4	MA1496.2	1.2	5.54e-32	4198	6216
Transient	Hmga1	MA2124.1	1.09	6.12e-32	7541	12315
Transient	SATB1	MA1963.2	1.08	7.1e-32	7769	12762
Transient	FOS::JUN	MA1126.2	1.22	1.07e-31	3769	5487
Transient	GSC	MA0648.2	1.06	1.27e-31	8753	14773
Transient	FOSB::JUN	MA1127.1	1.14	2.21e-31	5949	9336
Transient	MIXL1	MA0662.2	1.1	2.26e-31	7276	11815
Transient	POU4F1	MA0790.2	1.22	2.29e-31	3755	5470
Transient	HOXA9	MA0594.3	1.15	6.31e-31	5539	8603
Transient	Msx3	MA0709.2	1.08	1.37e-30	7710	12671
Transient	SRY	MA0084.2	1.07	2.05e-30	8229	13706
Transient	EMX1	MA0612.3	1.22	5.4e-30	3768	5520
Transient	POU5F1B	MA0792.1	1.07	1.07e-29	8236	13733
Transient	CEBPD	MA0836.3	1.12	1.18e-29	6285	9990
Transient	LHX5	MA1519.2	1.19	4.15e-29	4212	6301
Transient	Dlx4	MA0881.2	1.1	4.6e-29	7182	11683
Transient	Dux	MA0611.3	1.26	5.61e-29	2918	4113
Transient	FOXC2	MA0846.2	1.1	5.94e-29	7105	11539
Transient	PRRX1	MA0716.2	1.09	8.58e-29	7279	11874
Transient	HOXA7	MA1498.3	1.07	9.86e-29	8188	13654
Transient	VSX1	MA0725.2	1.06	1.05e-28	8658	14618
Transient	FOSL1::JUN	MA1129.1	1.17	1.3e-28	4799	7337
Transient	POU3F4	MA0789.1	1.1	1.31e-28	6866	11095
Transient	HOXB9	MA1503.2	1.46	1.32e-28	1415	1727
Transient	HOXB1	MA2093.1	1.08	1.6e-28	7571	12442
Transient	HOXC8	MA1505.2	1.15	3e-28	5209	8072
Transient	Gata3	MA0037.5	1.09	3.07e-28	7362	12045
Transient	GATA6	MA1104.3	1.09	4.02e-28	7445	12207
Transient	CUX2	MA0755.2	1.1	4.39e-28	6881	11135
Transient	Lhx8	MA0705.2	1.16	6.89e-28	4956	7631
Transient	HOXB6	MA1500.2	1.08	8.33e-28	7653	12616
Transient	LHX2	MA0700.3	1.09	1.87e-27	7312	11966
Transient	Lhx1	MA1518.3	1.06	1.93e-27	8241	13785
Transient	DLX1	MA0879.3	1.12	2e-27	6048	9606
Transient	POU2F3	MA0627.3	1.1	2.96e-27	6726	10863
Transient	FOXD3	MA0041.3	1.06	5.15e-27	8531	14383
Transient	GSC2	MA0891.2	1.08	1.31e-26	7703	12738
Transient	FOSB::JUNB	MA1136.1	1.23	1.39e-26	3298	4796
Transient	TCF7L2	MA0523.2	1.1	1.78e-26	6724	10877
Transient	TBX20	MA0689.1	1.14	3.22e-26	5406	8472
Transient	ISL2	MA0914.2	1.1	4.18e-26	6661	10768
Transient	TRPS1	MA1970.2	1.06	9.75e-26	8308	13952
Transient	SOX18	MA1563.2	1.09	2.34e-25	6944	11315
Transient	GSX1	MA0892.2	1.13	2.82e-25	5680	8988
Transient	TBX2	MA0688.2	1.23	8.7e-24	2998	4352
Transient	SOX8	MA0868.3	1.08	1.01e-23	7441	12295
Transient	SOX13	MA1120.2	1.08	1.17e-23	7254	11940
Transient	GBX2	MA0890.2	1.23	1.27e-23	2988	4339
Transient	LBX2	MA0699.2	1.18	1.48e-23	3915	5915
Transient	TEF	MA0843.2	1.25	4.01e-23	2594	3695
Transient	MGA::EVX1	MA1960.2	1.13	4.94e-23	5212	8203
Transient	BSX	MA0876.2	1.06	5.32e-23	8072	13536
Transient	Arid3b	MA0601.2	1.11	1.19e-22	6086	9791
Transient	FOXD1	MA0031.2	1.07	2.04e-22	7537	12509
Transient	Shox2	MA0720.2	1.11	3.52e-22	5906	9475
Transient	Dlx5	MA1476.3	1.06	4.01e-22	8090	13590
Transient	HOXC12	MA0906.2	1.17	9.34e-22	3842	5833
Transient	Dlx3	MA0880.2	1.1	9.66e-22	6242	10100
Transient	Foxl2	MA1607.2	1.05	9.9e-22	8637	14696
Transient	Dmrt1	MA1603.2	1.1	1.1e-21	6452	10488
Transient	MSX1	MA0666.3	1.1	1.12e-21	6193	10012
Transient	HOXB13	MA0901.3	1.1	1.25e-21	6177	9984
Transient	ALX3	MA0634.2	1.09	1.41e-21	6674	10902
Transient	NFKB2	MA0778.2	2.1	1.58e-21	354	300
Transient	Nkx3-2	MA0122.4	1.13	1.69e-21	4950	7777
Transient	BARX1	MA0875.2	1.08	1.79e-21	7184	11860
Transient	GATA1	MA0035.5	1.11	2.22e-21	5721	9161
Transient	SOX2	MA0143.5	1.09	5.19e-21	6830	11207
Transient	MSX2	MA0708.3	1.1	5.52e-21	6404	10418
Transient	NKX6-3	MA1530.2	1.17	7.81e-21	3758	5712
Transient	DBP	MA0639.2	1.32	8.65e-21	1705	2300
Transient	MAFF	MA0495.4	1.04	8.65e-21	8727	14899
Transient	HOXB5	MA0904.3	1.22	8.89e-21	2808	4102
Transient	FOXE1	MA1487.3	1.09	9.03e-21	6606	10797
Transient	HOXB4	MA1499.2	1.18	1.18e-20	3505	5283
Transient	POU5F1	MA1115.2	1.07	1.36e-20	7364	12223
Transient	PDX1	MA0132.3	1.14	2.19e-20	4725	7409
Transient	Runx1	MA0002.3	1.69	2.73e-20	591	624
Transient	FOXA2	MA0047.4	1.08	3.45e-20	6925	11406
Transient	UNCX	MA0721.2	1.09	5.41e-20	6315	10281
Transient	HOXA10	MA0899.2	1.14	5.45e-20	4615	7226
Transient	RORA	MA0071.1	1.11	5.65e-20	5445	8702
Transient	SREBF1	MA0595.1	1.24	6.86e-20	2454	3534
Transient	HOXB7	MA1501.2	1.09	7.03e-20	6598	10806
Transient	Dlx2	MA0885.3	1.05	7.06e-20	8541	14537
Transient	HOXD11	MA0908.2	1.18	8.56e-20	3382	5095
Transient	Nobox	MA0125.2	1.11	8.78e-20	5762	9279
Transient	ZNF211	MA1974.2	1.13	9.45e-20	4694	7372
Transient	BARHL2	MA0635.2	1.06	1.31e-19	7894	13264
Transient	HOXD10	MA1506.2	1.23	1.32e-19	2540	3683
Transient	HOXD3	MA0912.2	1.18	1.37e-19	3479	5266
Transient	MEF2A	MA0052.5	1.1	1.76e-19	6105	9911
Transient	PBX1	MA0070.2	1.12	1.76e-19	5060	8028
Transient	RAX2	MA0717.2	1.09	2.2e-19	6415	10482
Transient	GSX2	MA0893.3	1.05	2.53e-19	8334	14134
Transient	TBX3	MA1566.3	1.18	2.93e-19	3264	4908
Transient	FOXO4	MA0848.1	1.05	3.25e-19	8371	14210
Transient	SOX9	MA0077.2	1.07	5.83e-19	7164	11887
Transient	RUNX3	MA0684.3	1.08	6.2e-19	6714	11047
Transient	TBR1	MA0802.2	1.05	7.74e-19	8383	14242
Transient	JUN	MA0488.2	1.34	8.05e-19	1438	1914
Transient	CDX2	MA0465.3	1.06	8.05e-19	7739	12984
Transient	Hmx2	MA0897.2	1.1	9.18e-19	6073	9873
Transient	HOXD12	MA0873.2	1.2	1.07e-18	2867	4251
